Country,Var_1,Var_2,Var_Label,Pearson,Pearson_Pval,Spearman,Spearman_Pval,n
Armenia,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.8567227385926401,4.6136690126553226e-08,-0.8337948336592771,2.2589746431438887e-07,25
Armenia,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.008020042491367037,0.9664495845198382,0.5159639591389189,0.0035167755668769653,30
Armenia,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.003479020698122044,0.9854428450215978,0.517686318131257,0.003389923154662725,30
Armenia,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.8832871659274807,4.99902604872736e-09,-0.826609305163559,3.5403190179895167e-07,25
Armenia,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.8805433160869937,6.4398932183871265e-09,-0.8279965385712432,3.2513636709177656e-07,25
Armenia,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9998569333484327,3.681840789365927e-51,0.999888759107504,1.0872103731133623e-52,30
Australia,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.6498896524243876,0.00013589293026149892,-0.6533916947150614,0.00012152597728520626,29
Australia,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.3293119225001617,0.07556562770583708,0.42602892102335926,0.018904240117944063,30
Australia,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.6958838331395373,1.9576419969931265e-05,0.7054505005561735,1.3377282676525124e-05,30
Australia,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.26943905374956795,0.1575245185328976,-0.2802437815613818,0.14089498307517176,29
Australia,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.526731405968139,0.0033295879134834414,-0.4545666438623142,0.013236782684403977,29
Australia,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.8382628742527534,7.416689931806319e-09,0.8509454949944383,2.567810126584772e-09,30
Austria,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,0.41253367403888663,0.023482462585143426,0.5101947431171009,0.003971846104130152,30
Austria,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.2780507805734653,0.13681634058715314,0.5100133637614176,0.0039869354229046736,30
Austria,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,-0.10777402772152975,0.5707990088219698,0.029153222943996606,0.8784566197391358,30
Austria,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.11392594486499927,0.5488792384917777,0.11047911297273301,0.5611121436496136,30
Austria,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.29509313477105503,0.11339898245562013,-0.16356388792799856,0.38778197349991783,30
Austria,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9014157340668321,1.0880845841928831e-11,0.8062326148987734,7.538608109893056e-08,30
Azerbaijan,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.6791847106837514,0.0013839187376494544,-0.7398160439641237,0.00029378571282256857,19
Azerbaijan,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.073784783179034,0.69839166949311,0.5577308120133482,0.0013637828214433285,30
Azerbaijan,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.10193451743549858,0.5919626533517008,0.5675194660734149,0.001072547397715183,30
Azerbaijan,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,0.40428797205412864,0.08601653246106288,0.05797066016136791,0.8136413209110853,19
Azerbaijan,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,0.3965023957944779,0.09282374348532704,0.05797066016136791,0.8136413209110853,19
Azerbaijan,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9993036887603103,1.5357374989647957e-41,0.9977753058954394,1.7572117832206235e-34,30
Bahamas,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.3010077875525029,0.10601377291626009,0.525425644051725,0.0028672844018699196,30
Bahamas,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.31795305445410244,0.08684933752045369,0.5453534511630391,0.0018288981261493263,30
Bahamas,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9991327171761127,3.317944602689414e-40,0.9883099777404334,2.029734436867148e-24,30
Bahrain,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.9915296506427539,2.2759560183887796e-26,0.992880978865406,2.0137333409148532e-27,30
Bahrain,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.991522812535281,2.3017188797212402e-26,0.992880978865406,2.0137333409148532e-27,30
Bahrain,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9999999273345209,2.8021924835359353e-97,1.0,0.0,30
Bangladesh,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.8665847239116528,6.019155948125293e-10,-0.9987756687489854,4.1329735544895016e-38,30
Bangladesh,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.9625512958701129,2.077439119412048e-17,0.9995550611790878,2.9102880018528105e-44,30
Bangladesh,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9631537985543694,1.6615949322715903e-17,1.0,0.0,30
Bangladesh,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.9610147103233581,3.613316860511909e-17,-0.9983301845077951,3.175863765105214e-36,30
Bangladesh,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.9603097436963481,4.6235952190299016e-17,-0.9987756687489855,4.1329735544842725e-38,30
Bangladesh,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9999892479458988,6.757032745174742e-67,0.9995550611790878,2.9102880018528105e-44,30
Barbados,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.5357014326510888,0.0022816798255540505,0.9002113750220208,1.2798906979830863e-11,30
Barbados,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.5360726829084155,0.0022626213436470156,0.8979637754124145,1.7234671751516828e-11,30
Barbados,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9999870800478251,8.841436316578031e-66,0.9997774563230485,1.7870283433050324e-48,30
Belarus,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.7958305270011024,1.170432291510714e-06,-0.9453442420772854,3.5427750584713664e-13,26
Belarus,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.15359624460637572,0.4177336769223608,0.41490545050055616,0.022617850340953136,30
Belarus,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,-0.22724438071567898,0.22717874626824963,0.046496106785317015,0.8072462140105008,30
Belarus,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.6750662890305485,0.00015477751450100884,-0.8759611784385856,4.584247429520773e-09,26
Belarus,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.09602358103002186,0.6407670764179484,-0.46002416672950475,0.018048909443311563,26
Belarus,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9101423664237854,3.1413175614007032e-12,0.8135706340378197,4.609451116515685e-08,30
Belgium,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.7848834576264339,2.8250538868418663e-07,-0.9278189938163641,1.635151671727696e-13,30
Belgium,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.898569350859068,1.5917716224473487e-11,-0.8282536151279198,1.6100935424536148e-08,30
Belgium,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,-0.9193679465839895,7.306411303762231e-13,-0.8442714126807563,4.5398878878457955e-09,30
Belgium,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,0.561985275093079,0.0012296847527990247,0.7411558291754516,2.803087559160365e-06,30
Belgium,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,0.5775860299380482,0.000831210889902625,0.7622270084968797,9.85436124386295e-07,30
Belgium,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9975656900006888,6.1908369525531065e-34,0.9951056729699665,1.0757140206708934e-29,30
Belize,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,0.6675780864813807,0.009087723599311223,0.7572583488162885,0.0017102713743623538,14
Belize,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.7189965027669385,7.601657822909825e-06,-0.5385984427141268,0.002136576956873909,30
Belize,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,-0.7572752721520751,1.2716757268681775e-06,-0.4310191472974982,0.01741028546736963,30
Belize,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.7282385419578669,0.0031429439498894592,-0.8027393307271767,0.0005479180420790059,14
Belize,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.8248683779087529,0.0002823970527895808,-0.8027393307271767,0.0005479180420790059,14
Belize,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9500519091308385,1.0841726026945413e-15,0.8558077648457296,1.6657453823638699e-09,30
Benin,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.7799994035844582,3.049839243323905e-05,-0.3623376960684099,0.1064906640141017,21
Benin,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.6899963811603154,2.45707166506519e-05,0.5399332591768632,0.002072455000925375,30
Benin,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9881892642497871,2.3419742821323506e-24,0.9951056729699665,1.0757140206708934e-29,30
Benin,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.7580187874695988,6.86391832480631e-05,-0.5520090532161334,0.009472874199578995,21
Benin,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.7735745002135879,3.901343628624783e-05,-0.35841346109293964,0.11061951950783294,21
Benin,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.6845565899014617,3.0171813333026602e-05,0.5746384872080088,0.0008963832217177484,30
Bhutan,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.8959383076809433,4.010614413455583e-08,-0.9921771940614157,1.231672797348612e-18,21
Bhutan,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.8987669174939622,1.550854818170694e-11,0.9440179536254896,5.155123144400284e-15,30
Bhutan,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9793633661629529,5.485639937446233e-21,0.9597360239076925,5.632480295211973e-17,30
Bhutan,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.8235539590020963,4.501364747882137e-06,-0.953528342793336,2.379848704055311e-11,21
Bhutan,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.8449371762023513,1.4411764917607013e-06,-0.9682259199285675,6.806286272685203e-13,21
Bhutan,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9316050678788318,7.875274289646036e-14,0.9930828311445415,1.3478723675077425e-27,30
Bolivia,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.8645858687726655,6.089965913379483e-09,-0.8989631850831312,1.8993027056836748e-10,27
Bolivia,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.6337908737661513,0.00016982339897559756,0.4398220244716351,0.01501349991220137,30
Bolivia,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9653307425029223,7.179234533225152e-18,0.9292547274749722,1.2453933891519399e-13,30
Bolivia,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.5883892810285231,0.0012458319285967607,-0.5664447862410739,0.002068295005507666,27
Bolivia,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.924677690984637,5.571464808255569e-12,-0.9105982671788938,4.3902132158488065e-11,27
Bolivia,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.6033711685852439,0.00041613187953461547,0.5038932146829811,0.0045257254612007716,30
Bosnia and Herzegovina,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9502328190879638,4.895831388162393e-10,-0.936585811581694,3.6646520726750765e-09,19
Bosnia and Herzegovina,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.4076755240438373,0.025338159422231672,0.43188513150031443,0.01716127110986078,30
Bosnia and Herzegovina,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.66123493123777,6.945211224738639e-05,0.6034131055442843,0.0004156438421094252,30
Bosnia and Herzegovina,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.8158555188634525,2.0600917999240893e-05,-0.8279418574382175,1.2085867101583098e-05,19
Bosnia and Herzegovina,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.9291436617813081,9.173034959559405e-09,-0.9313748840905375,7.042844160930169e-09,19
Bosnia and Herzegovina,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9338122956404697,5.044361655369921e-14,0.907776176492794,4.452989042229341e-12,30
Botswana,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.966594186194903,4.302718238902474e-18,-0.9944252168940549,6.628110372198118e-29,30
Botswana,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.08190648735133373,0.6669905378219375,-0.02714428763042178,0.8867767686811073,30
Botswana,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.08365541332283646,0.6602980092914732,-0.03492769744160178,0.8546147402882804,30
Botswana,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.13996450805241828,0.4607056670276648,0.03661142073888622,0.8476855345966421,30
Botswana,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.14196765453971041,0.4542486253393505,0.04419667630640244,0.8166140384410614,30
Botswana,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9998353254241168,2.6378010820405747e-50,0.9987762883029786,4.1038051137351925e-38,30
Brazil,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9455259359050323,3.5504658924732385e-15,-0.9683953774913238,2.002429711846247e-18,30
Brazil,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.421933603978799,0.02020801403919674,-0.2832035595105673,0.12939306312193277,30
Brazil,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9836366407523638,2.1870028707013177e-22,0.9790878754171303,6.593635416414982e-21,30
Brazil,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,0.22489009761445347,0.23215989497666356,0.3033608134959031,0.10317817585552239,30
Brazil,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.9588747150323579,7.534953355599391e-17,-0.9866459913626839,1.2947297265380504e-23,30
Brazil,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,-0.3857844632925176,0.03524543643491066,-0.28186874304783094,0.13128702010603277,30
Brunei,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.7219237925865626,6.6991203454063e-06,0.7492212023493426,1.9014022253619675e-06,30
Brunei,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.8852868375676072,8.191377423262148e-11,0.8494827063356587,2.916191974948593e-09,30
Brunei,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.8259939523919645,1.9049532171215036e-08,0.8438856177757154,4.688113347346668e-09,30
Bulgaria,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.8108608241864725,4.4631032937687286e-05,-0.7077710844640654,0.0010158246817896827,18
Bulgaria,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.5820435000319845,0.0007405336694653954,-0.3815350389321468,0.0374895847970571,30
Bulgaria,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,-0.5729985504274414,0.00093454509196621,-0.6507230255839822,9.88422898493807e-05,30
Bulgaria,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,0.31199544466115225,0.207522792688629,0.35179772192387915,0.1522457963708898,18
Bulgaria,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,0.4758943311044208,0.04590243933404295,0.5376137293495482,0.02138698171922868,18
Bulgaria,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.870337012232453,4.135937864054063e-10,0.8140155728587318,4.4709220590683406e-08,30
Burkina Faso,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9474587510314683,2.166952199871245e-15,-0.9976613365167674,3.5341709607804724e-34,30
Burkina Faso,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.8607348288906318,1.0569623847773158e-09,0.8602892102335928,1.1021303361048765e-09,30
Burkina Faso,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.98229186727608,6.553656223023564e-22,0.9982202447163514,7.749206808378609e-36,30
Burkina Faso,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.8243433185289094,2.1506984950321485e-08,-0.8576230443101224,1.4115025922133706e-09,30
Burkina Faso,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.976370355850868,3.5869085581828253e-20,-0.9958774092275107,9.781728028546188e-31,30
Burkina Faso,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.8275318069216487,1.6993939806090938e-08,0.857174638487208,1.4707547082666875e-09,30
Burundi,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.954846999221056,3.1933531121686295e-15,-0.9818834187965428,2.5980603342639788e-20,28
Burundi,GDP_Total,Total_GHG,GDP_Total + Total_GHG,-0.2859145608875717,0.1256083022437109,-0.2082545346071704,0.2694405428067872,30
Burundi,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9746339959970339,9.57687350776587e-20,0.9229914112747688,3.9267584483058507e-13,30
Burundi,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,0.6394925405678151,0.00024850831543504526,0.5256102003117679,0.004073220051241765,28
Burundi,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.9147971847739762,9.76055144141109e-12,-0.8945088701189392,1.3936701960186266e-10,28
Burundi,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,-0.17108731542126357,0.3660187388476219,-0.12153589992981645,0.5223206942285556,30
Cambodia,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.790022115786616,2.0842401574078626e-07,0.9135863125595829,1.857536987857207e-12,30
Cambodia,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9834610436731185,2.536776544708111e-22,0.9625841157685319,2.0525100652748535e-17,30
Cambodia,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.7506680805956366,1.7708069028974705e-06,0.935483870967742,3.562990060341997e-14,30
Cameroon,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.7348705741994186,1.2695755027046336e-05,-0.8438042852007512,3.2239631459169944e-08,27
Cameroon,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.20760970459124972,0.27095952137988855,-0.17597330367074526,0.35227933517731347,30
Cameroon,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.5457567474519508,0.0018118128522361969,0.9394883203559511,1.4895551806856827e-14,30
Cameroon,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.21768535920536433,0.275383274214592,0.4608445877218258,0.015553738775906071,27
Cameroon,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.6384356457414506,0.00033899962002280186,-0.8604279376636628,8.68107408443196e-09,27
Cameroon,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9122703435083467,2.2762850837955772e-12,-0.03937708565072302,0.8363280448538088,30
Canada,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.36220628285625384,0.06336321096256177,-0.44468018354638766,0.020124541474228444,27
Canada,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.2924668561046124,0.1387711791766393,0.38150821819263675,0.049581000938597075,27
Canada,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.8931805432267118,3.6874491932343363e-10,0.9265199584678321,4.129938086736179e-12,27
Canada,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.2974574628363058,0.11040220624229521,-0.3205619297973127,0.08415058252465854,30
Canada,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.16632058778573952,0.379722579888391,-0.2698965750877971,0.14919069774449586,30
Canada,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.6696022219198735,5.192854814535586e-05,0.6338153503893215,0.00016969449076919136,30
Cape Verde,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9703471498575771,1.981376279483274e-14,-0.986077052561912,7.574470107802177e-18,23
Cape Verde,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.9228396621341808,4.03264244275493e-13,0.9654720141129625,6.786252083996237e-18,30
Cape Verde,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.9732209938894392,2.027921481536603e-19,0.961611269778697,2.922448275858916e-17,30
Cape Verde,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.8501094731938373,2.82097714954769e-07,-0.9057030985125981,2.8017441187795625e-09,23
Cape Verde,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.9468433711974773,8.195156722214364e-12,-0.8966953606419249,7.010586272412722e-09,23
Cape Verde,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.9675068728903864,2.935995501923761e-18,0.9989977167702635,2.512634690766625e-39,30
Central African Republic,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9361318544504211,9.807666448907902e-08,-0.9732109363043164,2.4736263986210903e-10,16
Central African Republic,GDP_Total,Total_GHG,GDP_Total + Total_GHG,0.5043886651598234,0.004479905803800669,0.5688542825361512,0.0010373837232275922,30
Central African Republic,GDP_Total,Total_GHG_exc,GDP_Total + Total_GHG_exc,0.30510123092728125,0.10111777082957797,0.29191233910748665,0.11752562148379295,30
Central African Republic,Percent_Poverty,Total_GHG,Percent_Poverty + Total_GHG,-0.7353775279362752,0.0011693196655559062,-0.7216733404595084,0.0015992849380029924,16
Central African Republic,Percent_Poverty,Total_GHG_exc,Percent_Poverty + Total_GHG_exc,-0.7627575975818522,0.0005895962537710937,-0.7216733404595084,0.0015992849380029924,16
Central African Republic,Total_GHG,Total_GHG_exc,Total_GHG + Total_GHG_exc,0.3697217824447009,0.044336773123851946,0.4093892560653777,0.024670333975215005,30
Chad,GDP_Total,Percent_Poverty,GDP_Total + Percent_Poverty,-0.9701345744918437,3.8067014250236033e-13,-0.9741975231458995,9.640393346434784e-14,21
